# Program:featureCounts v2.0.6; Command:"featureCounts" "-p" "-B" "-C" "-O" "-t" "gene" "-g" "ID" "-a" "genome/s_aureus_USA300.gff3" "-o" "counts/counts.txt" "mapped_reads/fm_1.bam" "mapped_reads/fm_2.bam" "mapped_reads/fm_3.bam" "mapped_reads/fm_4.bam" "mapped_reads/m_1.bam" "mapped_reads/m_2.bam" "mapped_reads/m_3.bam" 
Geneid	Chr	Start	End	Strand	Length	mapped_reads/fm_1.bam	mapped_reads/fm_2.bam	mapped_reads/fm_3.bam	mapped_reads/fm_4.bam	mapped_reads/m_1.bam	mapped_reads/m_2.bam	mapped_reads/m_3.bam
gene-SAOUHSC_00310	NC_007795.1	324576	325922	-	1347	130	12	101	137	102	24	696
gene-SAOUHSC_00311	NC_007795.1	325937	326221	-	285	13	4	28	8	6	0	136
gene-SAOUHSC_00312	NC_007795.1	326223	326666	-	444	2	0	0	2	2	2	64
gene-SAOUHSC_00313	NC_007795.1	326671	328626	-	1956	12	0	2	11	49	20	160
gene-SAOUHSC_00314	NC_007795.1	328838	329257	+	420	14	0	8	0	0	0	14
gene-SAOUHSC_00315	NC_007795.1	329364	330719	+	1356	0	2	2	0	3	2	12
gene-SAOUHSC_00316	NC_007795.1	330823	331263	+	441	0	2	0	0	1	2	0
gene-SAOUHSC_00317	NC_007795.1	331346	332704	-	1359	42	4	70	26	38	28	142
gene-SAOUHSC_00318	NC_007795.1	333012	333938	+	927	130	121	72	263	1335	1060	548
gene-SAOUHSC_00319	NC_007795.1	333952	335013	+	1062	3368	1924	507	7318	10927	1783	9422
gene-SAOUHSC_00320	NC_007795.1	335027	335593	+	567	45	52	71	34	99	49	1096
gene-SAOUHSC_00322	NC_007795.1	335653	336648	-	996	10	0	0	6	4	6	52
gene-SAOUHSC_00323	NC_007795.1	336647	337054	+	408	1	0	20	38	14	2	48
gene-SAOUHSC_00324	NC_007795.1	337067	337612	+	546	40	0	0	1	35	4	6
gene-SAOUHSC_00325	NC_007795.1	337880	338734	+	855	0	0	0	0	0	0	0
gene-SAOUHSC_00326	NC_007795.1	338731	339960	+	1230	14	6	4	4	2	0	16
gene-SAOUHSC_00327	NC_007795.1	339971	341653	+	1683	6	0	8	0	6	0	6
gene-SAOUHSC_00328	NC_007795.1	341746	342402	-	657	32	10	45	2	36	32	115
gene-SAOUHSC_00329	NC_007795.1	342464	342688	-	225	28	0	14	0	28	6	54
gene-SAOUHSC_00330	NC_007795.1	342788	343177	-	390	25	6	4	2	0	16	80
gene-SAOUHSC_00331	NC_007795.1	343418	343621	+	204	12	0	6	0	0	0	4
gene-SAOUHSC_00332	NC_007795.1	343618	344331	+	714	22	0	199	12	2	10	22
gene-SAOUHSC_00333	NC_007795.1	344356	345198	+	843	62	5	543	9	5	15	34
gene-SAOUHSC_00334	NC_007795.1	345198	345827	+	630	594	17	2743	52	56	86	497
gene-SAOUHSC_00335	NC_007795.1	346194	347327	-	1134	2	0	48	2	8	4	8
gene-SAOUHSC_00336	NC_007795.1	347866	349047	+	1182	100	60	140	556	233	40	439
gene-SAOUHSC_00337	NC_007795.1	349130	349882	-	753	33	14	10	24	11	6	80
gene-SAOUHSC_00338	NC_007795.1	349925	352153	-	2229	36	8	20	14	23	10	109
gene-SAOUHSC_00339	NC_007795.1	352150	353991	-	1842	10	0	58	35	18	6	68
gene-SAOUHSC_00340	NC_007795.1	353960	355120	-	1161	4	0	0	14	8	4	43
gene-SAOUHSC_00341	NC_007795.1	355117	356220	-	1104	22	0	0	8	2	4	24
gene-SAOUHSC_00342	NC_007795.1	356884	357729	+	846	11	14	6	0	4	2	2
gene-SAOUHSC_00344	NC_007795.1	357886	358767	+	882	49	12	3	12	2	6	21
gene-SAOUHSC_00345	NC_007795.1	358797	359000	+	204	15	0	16	5	0	4	24
gene-SAOUHSC_00346	NC_007795.1	359012	360109	+	1098	161	30	79	35	44	32	200
gene-SAOUHSC_00347	NC_007795.1	360195	360386	-	192	60	8	26	3	14	19	4
gene-SAOUHSC_00348	NC_007795.1	360630	360926	+	297	4040	476	899	3859	2389	2139	7721
gene-SAOUHSC_00349	NC_007795.1	360947	361450	+	504	1336	226	302	1181	918	595	3006
gene-SAOUHSC_00350	NC_007795.1	361502	361744	+	243	7	0	8	0	2	7	75
gene-SAOUHSC_00351	NC_007795.1	362010	362948	-	939	0	4	0	2	6	4	4
gene-SAOUHSC_00352	NC_007795.1	362987	363298	-	312	0	0	0	0	2	2	32
gene-SAOUHSC_00353	NC_007795.1	363376	363534	-	159	0	0	0	0	1	0	4
gene-SAOUHSC_00354	NC_007795.1	363894	364505	+	612	0	0	0	0	0	0	0
gene-SAOUHSC_00355	NC_007795.1	364874	365242	+	369	0	0	0	1	0	0	0
gene-SAOUHSC_00356	NC_007795.1	365423	365995	+	573	8	8	42	10	10	2	11
gene-SAOUHSC_00357	NC_007795.1	366133	366396	-	264	4	1	42	4	0	2	77
gene-SAOUHSC_00358	NC_007795.1	366696	366947	+	252	24	14	28	448	116	2	284
gene-SAOUHSC_A00354	NC_007795.1	366986	367195	-	210	0	0	0	0	0	0	0
gene-SAOUHSC_00359	NC_007795.1	367373	367954	+	582	58	25	26	18	21	16	139
gene-SAOUHSC_00360	NC_007795.1	368020	368403	-	384	51	22	39	27	23	7	302
gene-SAOUHSC_00362	NC_007795.1	368658	369284	-	627	152	0	4	5	11	93	46
gene-SAOUHSC_00363	NC_007795.1	369357	369650	-	294	85	0	16	1	0	30	0
gene-SAOUHSC_00364	NC_007795.1	369729	371252	-	1524	74970	8386	14775	49323	28870	29864	106574
gene-SAOUHSC_00365	NC_007795.1	371268	371837	-	570	2495	102	148	1062	799	532	2515
gene-SAOUHSC_00366	NC_007795.1	372329	373084	+	756	1384	294	145	594	660	378	684
gene-SAOUHSC_00367	NC_007795.1	373165	374553	-	1389	2168	200	96	2283	1052	762	3302
gene-SAOUHSC_00368	NC_007795.1	374638	374739	+	102	13	0	0	0	0	0	5
gene-SAOUHSC_00369	NC_007795.1	375530	376486	-	957	76	10	10	40	56	46	203
gene-SAOUHSC_00370	NC_007795.1	376604	377266	-	663	15	6	40	0	16	14	50
gene-SAOUHSC_00371	NC_007795.1	377409	377816	-	408	1792	78	24	294	366	706	1035
gene-SAOUHSC_00372	NC_007795.1	378329	378907	+	579	13	4	6	4	6	8	42
gene-SAOUHSC_00373	NC_007795.1	378907	380175	+	1269	56	14	52	234	58	53	143
gene-SAOUHSC_00374	NC_007795.1	380213	381679	+	1467	283	30	98	80	240	247	1346
gene-SAOUHSC_00375	NC_007795.1	381704	383245	+	1542	422	50	106	68	228	214	1313
gene-SAOUHSC_00376	NC_007795.1	383358	383894	-	537	0	0	22	0	0	0	8
gene-SAOUHSC_00377	NC_007795.1	384287	384991	-	705	0	0	0	0	0	0	0
gene-SAOUHSC_00378	NC_007795.1	385390	385662	-	273	0	0	6	3	5	3	4
gene-SAOUHSC_00381a	NC_007795.1	385923	386075	-	153	0	0	3	0	2	0	0
gene-SAOUHSC_00381	NC_007795.1	386599	386958	-	360	316	0	188	23	40	52	346
gene-SAOUHSC_00382	NC_007795.1	386977	387822	-	846	646	84	376	314	424	492	1288
gene-SAOUHSC_00383	NC_007795.1	388294	388974	+	681	4	8	0	0	0	2	0
gene-SAOUHSC_00384	NC_007795.1	389260	389955	+	696	2	0	0	0	0	0	2
gene-SAOUHSC_00386	NC_007795.1	390246	391316	+	1071	8	4	0	0	6	4	10
gene-SAOUHSC_00387	NC_007795.1	391435	391572	+	138	8	0	0	0	1	0	0
gene-SAOUHSC_00389	NC_007795.1	391681	392607	+	927	26	0	64	0	5	2	7
gene-SAOUHSC_00390	NC_007795.1	392971	393675	+	705	0	0	7	0	0	0	0
gene-SAOUHSC_00391	NC_007795.1	394121	394816	+	696	0	0	0	0	0	0	0
gene-SAOUHSC_00392	NC_007795.1	395237	395932	+	696	0	0	0	0	0	0	0
gene-SAOUHSC_00393	NC_007795.1	396276	396974	+	699	0	2	0	0	0	0	0
gene-SAOUHSC_00394	NC_007795.1	397354	398052	+	699	2	0	8	0	8	0	0
gene-SAOUHSC_00395	NC_007795.1	398418	399101	+	684	7	0	0	0	0	1	8
gene-SAOUHSC_00396	NC_007795.1	399186	399287	-	102	2	0	0	0	0	3	0
gene-SAOUHSC_00397	NC_007795.1	399449	400921	+	1473	35	7	0	0	0	18	30
gene-SAOUHSC_00398	NC_007795.1	400914	402125	+	1212	0	10	0	6	0	1	17
gene-SAOUHSC_00399	NC_007795.1	402508	403185	+	678	0	0	0	0	0	0	0
gene-SAOUHSC_00400	NC_007795.1	403207	404715	+	1509	16	0	0	0	0	0	4
gene-SAOUHSC_00401	NC_007795.1	404819	405127	-	309	2905	84	76	349	570	1967	3634
gene-SAOUHSC_00402	NC_007795.1	405465	406283	+	819	16	10	0	18	18	2	0
gene-SAOUHSC_00404	NC_007795.1	406302	407087	+	786	0	0	0	0	2	0	0
gene-SAOUHSC_00405	NC_007795.1	407345	408082	+	738	4	0	0	0	0	0	0
gene-SAOUHSC_00406	NC_007795.1	408072	409400	+	1329	20	0	4	4	2	0	26
gene-SAOUHSC_00407	NC_007795.1	409397	409720	+	324	0	0	0	0	0	0	0
gene-SAOUHSC_00408	NC_007795.1	409739	410053	+	315	10	0	0	0	0	0	0
gene-SAOUHSC_00409	NC_007795.1	410343	410603	-	261	5	0	14	0	0	4	13
gene-SAOUHSC_00410	NC_007795.1	410722	411924	+	1203	3	0	21	0	14	0	110
gene-SAOUHSC_00411	NC_007795.1	412193	412321	+	129	0	0	0	4	3	0	2
gene-SAOUHSC_00412	NC_007795.1	413512	414996	+	1485	547	130	256	158	335	263	1066
gene-SAOUHSC_00413	NC_007795.1	415009	417714	+	2706	4625	519	1072	943	1206	1440	4835
gene-SAOUHSC_00414	NC_007795.1	417876	418238	+	363	52	46	97	37	76	54	281
gene-SAOUHSC_00415	NC_007795.1	418467	418883	-	417	32	60	0	14	42	0	5
gene-SAOUHSC_00416	NC_007795.1	418921	419595	+	675	4	24	50	16	30	54	153
gene-SAOUHSC_00417	NC_007795.1	419632	420366	+	735	138	12	36	8	32	40	37
gene-SAOUHSC_00418	NC_007795.1	420544	420657	+	114	0	0	0	0	0	0	0
gene-SAOUHSC_00420	NC_007795.1	420822	422159	+	1338	16	14	46	6	12	0	132
gene-SAOUHSC_00421	NC_007795.1	422376	423290	+	915	14	0	0	0	2	8	28
gene-SAOUHSC_00422	NC_007795.1	423274	424416	+	1143	10	6	32	20	16	6	32
gene-SAOUHSC_00423	NC_007795.1	424710	425735	+	1026	14	2	0	0	6	0	14
gene-SAOUHSC_00424	NC_007795.1	425739	426398	+	660	0	4	4	0	4	2	9
gene-SAOUHSC_00426	NC_007795.1	426435	427277	+	843	8	0	0	0	0	1	10
gene-SAOUHSC_00427	NC_007795.1	427609	428613	+	1005	718	130	100	1458	1156	474	1853
gene-SAOUHSC_00428	NC_007795.1	428798	429067	-	270	0	0	2	4	0	0	0
gene-SAOUHSC_00429	NC_007795.1	429216	429611	+	396	116	14	60	9	45	36	29
gene-SAOUHSC_00430	NC_007795.1	429601	430086	+	486	123	24	54	8	50	30	25
gene-SAOUHSC_00431	NC_007795.1	430255	431037	-	783	43	0	42	0	7	9	42
gene-SAOUHSC_00433	NC_007795.1	431034	432152	-	1119	76	11	20	12	11	9	74
gene-SAOUHSC_00434	NC_007795.1	432267	433151	-	885	4	7	0	3	18	6	26
gene-SAOUHSC_00435	NC_007795.1	433332	437831	+	4500	290	57	178	80	573	197	877
gene-SAOUHSC_00436	NC_007795.1	437849	439312	+	1464	196	27	64	52	488	170	235
gene-SAOUHSC_T00048	NC_007795.1	439581	439673	+	93	1	0	0	0	0	0	0
gene-SAOUHSC_00437	NC_007795.1	440144	441571	+	1428	1878	4	198	212	142	142	996
gene-SAOUHSC_00438	NC_007795.1	441635	443275	+	1641	427	24	40	162	66	104	227
gene-SAOUHSC_00439	NC_007795.1	443300	444028	+	729	94	9	76	65	21	28	84
gene-SAOUHSC_00440	NC_007795.1	444428	444529	+	102	68	9	36	10	10	17	5
gene-SAOUHSC_00441	NC_007795.1	444667	445191	+	525	24	0	40	6	22	7	14
gene-SAOUHSC_00442	NC_007795.1	445284	446957	+	1674	1035	134	375	306	376	287	1199
gene-SAOUHSC_00444	NC_007795.1	447047	447364	+	318	108	7	59	52	92	33	391
gene-SAOUHSC_00445	NC_007795.1	447371	447967	+	597	256	9	102	90	130	65	643
gene-SAOUHSC_00446	NC_007795.1	448172	448270	+	99	0	0	0	0	0	0	0
gene-SAOUHSC_R0001	NC_007795.1	448819	450374	+	1556	8325	1250	2406	4841	6560	4114	10323
gene-SAOUHSC_R0006	NC_007795.1	450739	453661	+	2923	4664	774	1280	4254	5365	2304	3803
gene-SAOUHSC_R00011	NC_007795.1	453734	453847	+	114	2	0	1	0	0	0	0
gene-SAOUHSC_00450	NC_007795.1	454730	456067	+	1338	16	2	4	20	8	26	90
gene-SAOUHSC_00451	NC_007795.1	456069	456686	+	618	12	3	10	7	34	6	21
gene-SAOUHSC_00452	NC_007795.1	456714	457043	+	330	2684	414	468	1284	900	448	2884
gene-SAOUHSC_00454	NC_007795.1	457344	458183	+	840	11	2	16	8	14	22	40
gene-SAOUHSC_00455	NC_007795.1	458184	458987	+	804	117	19	13	38	66	10	246
gene-SAOUHSC_00456	NC_007795.1	459004	459351	+	348	32	5	32	20	25	2	28
gene-SAOUHSC_00457	NC_007795.1	459625	460350	+	726	17	0	0	0	4	0	8
gene-SAOUHSC_00458	NC_007795.1	460343	460591	+	249	0	0	0	0	0	0	0
gene-SAOUHSC_00459	NC_007795.1	460593	461432	+	840	6	0	0	0	0	2	10
gene-SAOUHSC_00461	NC_007795.1	461717	463690	+	1974	191	72	167	84	114	59	471
gene-SAOUHSC_00462	NC_007795.1	463721	464494	+	774	70	42	70	90	122	50	569
gene-SAOUHSC_00463	NC_007795.1	464661	465197	+	537	6	0	0	0	12	1	24
gene-SAOUHSC_00464	NC_007795.1	465208	466101	+	894	28	2	0	2	28	37	28
gene-SAOUHSC_00465	NC_007795.1	466201	466464	+	264	166	72	96	43	38	50	326
gene-SAOUHSC_00466	NC_007795.1	466774	467622	+	849	144	14	1	10	75	18	199
gene-SAOUHSC_00467	NC_007795.1	467636	468460	+	825	713	211	253	255	277	206	668
gene-SAOUHSC_00468	NC_007795.1	468477	468857	+	381	2802	632	790	1499	1059	1198	4596
gene-SAOUHSC_00469	NC_007795.1	468929	469231	+	303	1006	130	170	354	275	228	585
gene-SAOUHSC_00470	NC_007795.1	469421	469552	+	132	0	2	14	0	1	8	4
gene-SAOUHSC_00471	NC_007795.1	469575	470927	+	1353	1066	170	431	692	653	478	1446
gene-SAOUHSC_00472	NC_007795.1	471074	472039	+	966	676	76	72	517	278	308	1291
gene-SAOUHSC_00473	NC_007795.1	472097	472207	-	111	11	16	0	34	22	13	8
gene-SAOUHSC_00474	NC_007795.1	472189	472842	+	654	470	190	231	333	158	135	647
gene-SAOUHSC_00475	NC_007795.1	473153	473725	+	573	40	0	1	4	18	4	145
gene-SAOUHSC_00477	NC_007795.1	473725	477231	+	3507	152	46	71	32	62	40	346
gene-SAOUHSC_00479	NC_007795.1	477221	478747	+	1527	339	84	111	104	165	162	304
gene-SAOUHSC_00480	NC_007795.1	478747	479940	+	1194	296	22	145	76	125	86	384
gene-SAOUHSC_00481	NC_007795.1	479937	480200	+	264	50	3	37	23	39	85	58
gene-SAOUHSC_00482	NC_007795.1	480218	480610	+	393	144	3	74	52	99	112	202
gene-SAOUHSC_00483	NC_007795.1	480715	481116	+	402	102	78	353	18	60	72	98
gene-SAOUHSC_00484	NC_007795.1	481296	482591	+	1296	6	0	28	2	7	14	66
gene-SAOUHSC_00485	NC_007795.1	482596	483135	+	540	2	0	26	2	14	16	44
gene-SAOUHSC_00486	NC_007795.1	483392	485485	+	2094	2015	272	748	1129	1472	1072	2389
gene-SAOUHSC_00487	NC_007795.1	485714	486595	+	882	43	14	7	40	90	34	106
gene-SAOUHSC_00488	NC_007795.1	486774	487706	+	933	113	3	65	92	70	35	166
gene-SAOUHSC_00489	NC_007795.1	487922	488725	+	804	14	0	20	0	2	0	6
gene-SAOUHSC_00490	NC_007795.1	488703	489068	+	366	3	0	0	6	0	0	10
gene-SAOUHSC_00491	NC_007795.1	489065	489541	+	477	8	2	2	6	2	10	21
gene-SAOUHSC_00492	NC_007795.1	489935	490027	+	93	1	0	10	1	3	1	12
gene-SAOUHSC_00493	NC_007795.1	490080	491567	+	1488	228	104	354	251	186	232	403
gene-SAOUHSC_R00016	NC_007795.1	492125	492239	+	115	2	2	6	4	2	0	2
gene-SAOUHSC_T00059	NC_007795.1	492252	492327	+	76	42	7	18	13	18	5	24
gene-SAOUHSC_T00053	NC_007795.1	492344	492419	+	76	91	1	5	55	63	16	193
gene-SAOUHSC_T00035	NC_007795.1	492426	492498	+	73	146	0	5	83	121	32	375
gene-SAOUHSC_T00021	NC_007795.1	492532	492606	+	75	115	2	5	86	101	32	325
gene-SAOUHSC_T00030	NC_007795.1	492614	492702	+	89	88	5	5	87	100	23	288
gene-SAOUHSC_T0004	NC_007795.1	492708	492784	+	77	66	7	5	103	88	8	198
gene-SAOUHSC_T00044	NC_007795.1	492805	492878	+	74	41	2	2	68	72	4	100
gene-SAOUHSC_T0001	NC_007795.1	492902	492977	+	76	36	11	14	29	38	7	48
gene-SAOUHSC_R0002	NC_007795.1	493099	494653	+	1555	17578	10632	18017	13640	23338	15810	32667
gene-SAOUHSC_R0007	NC_007795.1	495018	497940	+	2923	4770	721	1255	3907	4790	2355	3773
gene-SAOUHSC_R00012	NC_007795.1	498013	498127	+	115	8	0	6	2	0	2	0
gene-SAOUHSC_00497	NC_007795.1	498652	500034	-	1383	8	4	2	6	11	2	10
gene-SAOUHSC_00499	NC_007795.1	500138	501025	+	888	151	38	197	243	75	52	233
gene-SAOUHSC_00500	NC_007795.1	501029	501589	+	561	1208	126	390	445	195	121	583
gene-SAOUHSC_00501	NC_007795.1	501797	503011	-	1215	60	4	2	14	8	20	60
gene-SAOUHSC_00502	NC_007795.1	503169	503630	+	462	789	381	722	470	518	298	1869
gene-SAOUHSC_00503	NC_007795.1	503727	504215	+	489	5904	791	1404	3343	3421	1123	13010
gene-SAOUHSC_00504	NC_007795.1	504205	505212	+	1008	3261	673	945	1594	1871	719	6186
gene-SAOUHSC_00505	NC_007795.1	505226	507682	+	2457	13936	5878	6215	25192	25078	10321	16317
gene-SAOUHSC_00507	NC_007795.1	508167	509531	+	1365	172	16	34	171	104	34	262
gene-SAOUHSC_00508	NC_007795.1	509574	510629	+	1056	19	31	26	74	63	13	158
gene-SAOUHSC_00509	NC_007795.1	511186	512640	+	1455	791	70	145	245	326	171	194
gene-SAOUHSC_00510	NC_007795.1	513063	513710	+	648	159	4	44	28	40	47	166
gene-SAOUHSC_00511	NC_007795.1	513694	515094	+	1401	863	98	241	204	383	683	1531
gene-SAOUHSC_00512	NC_007795.1	515087	515491	+	405	119	78	72	144	230	248	562
gene-SAOUHSC_00513	NC_007795.1	515499	516245	+	747	1359	113	233	393	466	352	1714
gene-SAOUHSC_00514	NC_007795.1	516245	516769	+	525	388	36	188	64	108	108	505
gene-SAOUHSC_00515	NC_007795.1	516850	517419	+	570	25	32	56	12	8	12	58
gene-SAOUHSC_00516	NC_007795.1	517733	517915	+	183	8	4	0	2	7	0	18
gene-SAOUHSC_00517	NC_007795.1	517928	518476	+	549	212	35	68	71	154	115	332
gene-SAOUHSC_00518	NC_007795.1	518657	519079	+	423	1159	117	181	610	799	427	1768
gene-SAOUHSC_00519	NC_007795.1	519287	519979	+	693	1330	126	670	618	742	413	2622
gene-SAOUHSC_00520	NC_007795.1	520251	520751	+	501	190	16	130	110	122	138	607
gene-SAOUHSC_00521	NC_007795.1	520794	521162	+	369	220	12	70	98	116	154	105
gene-SAOUHSC_00523	NC_007795.1	521337	521945	+	609	45	0	38	16	24	14	52
gene-SAOUHSC_00524	NC_007795.1	522160	525711	+	3552	45315	10176	12303	12004	19875	19016	62662
gene-SAOUHSC_00525	NC_007795.1	525875	529471	+	3597	69461	16792	20593	14095	28658	29287	77084
gene-SAOUHSC_00526	NC_007795.1	529608	529862	+	255	415	472	416	97	463	413	676
gene-SAOUHSC_00527	NC_007795.1	529960	530373	+	414	823	172	299	1010	943	384	1424
gene-SAOUHSC_00528	NC_007795.1	530439	530909	+	471	2082	401	311	1388	1685	535	1335
gene-SAOUHSC_00529	NC_007795.1	531032	533113	+	2082	21574	3687	5052	29060	16404	5469	31341
gene-SAOUHSC_00530	NC_007795.1	533330	534514	+	1185	32269	4408	7672	32077	21666	7997	33056
gene-SAOUHSC_00531	NC_007795.1	534796	535971	-	1176	114	6	49	16	42	24	182
gene-SAOUHSC_00532	NC_007795.1	536142	537329	+	1188	629	48	186	198	187	102	1120
gene-SAOUHSC_00533	NC_007795.1	537595	538473	+	879	107	14	165	30	26	69	370
gene-SAOUHSC_00534	NC_007795.1	538632	540269	+	1638	26	0	0	2	16	10	38
gene-SAOUHSC_00535	NC_007795.1	540483	541448	+	966	3264	48	34	264	182	50	907
gene-SAOUHSC_00536	NC_007795.1	541783	542859	+	1077	188	0	24	26	22	37	200
gene-SAOUHSC_00537	NC_007795.1	542832	543005	+	174	5	0	0	0	0	5	8
gene-SAOUHSC_00538	NC_007795.1	543109	543792	+	684	16	0	18	2	6	0	6
gene-SAOUHSC_00539	NC_007795.1	543908	544570	-	663	8	0	2	8	28	2	42
gene-SAOUHSC_00540	NC_007795.1	544563	545180	-	618	0	0	7	0	0	0	10
gene-SAOUHSC_00541	NC_007795.1	545247	545717	+	471	10	0	11	2	6	6	29
gene-SAOUHSC_00542	NC_007795.1	545864	546733	+	870	12	2	32	10	16	16	41
gene-SAOUHSC_00543	NC_007795.1	546754	547320	+	567	12	0	16	0	2	2	16
gene-SAOUHSC_A00526	NC_007795.1	547608	547865	-	258	0	0	2	0	0	0	0
gene-SAOUHSC_00544	NC_007795.1	547751	550738	+	2988	97162	538	2967	7265	12475	2462	14258
gene-SAOUHSC_00545	NC_007795.1	551105	555154	+	4050	62063	3981	631	42515	52619	28230	13019
gene-SAOUHSC_00547	NC_007795.1	555273	556745	+	1473	2	0	0	10	12	2	10
gene-SAOUHSC_00548	NC_007795.1	556869	558359	-	1491	200	86	271	156	166	138	822
gene-SAOUHSC_00549	NC_007795.1	558641	559519	-	879	597	106	154	162	580	473	735
gene-SAOUHSC_00550	NC_007795.1	559532	560197	-	666	300	44	183	116	217	221	802
gene-SAOUHSC_00551	NC_007795.1	560211	560573	-	363	958	112	292	190	594	660	2076
gene-SAOUHSC_00552	NC_007795.1	560849	561607	+	759	100	47	199	54	109	65	81
gene-SAOUHSC_00553	NC_007795.1	561684	562316	+	633	1132	82	275	336	339	243	280
gene-SAOUHSC_00554	NC_007795.1	562318	562866	+	549	1499	153	594	902	691	866	443
gene-SAOUHSC_00555	NC_007795.1	562979	563626	+	648	204	95	14	30	44	28	184
gene-SAOUHSC_00556	NC_007795.1	564128	565528	+	1401	1026	409	212	82	126	142	763
gene-SAOUHSC_00557	NC_007795.1	566072	567448	+	1377	20	65	70	6	48	24	155
gene-SAOUHSC_00558	NC_007795.1	567450	568589	+	1140	257	284	159	424	262	127	1422
gene-SAOUHSC_00559	NC_007795.1	568564	568929	+	366	6	53	88	10	0	21	281
gene-SAOUHSC_00560	NC_007795.1	568932	569201	+	270	2	127	117	17	4	26	521
gene-SAOUHSC_00561	NC_007795.1	569402	569569	-	168	4621	50312	128777	5648	2758	8307	76320
gene-SAOUHSC_00562	NC_007795.1	570076	570906	-	831	190	21	46	96	78	88	203
gene-SAOUHSC_00564	NC_007795.1	571090	571746	+	657	7	0	16	20	20	10	56
gene-SAOUHSC_00565	NC_007795.1	571747	572127	+	381	10	0	4	2	2	10	16
gene-SAOUHSC_00567	NC_007795.1	572260	572628	+	369	11	0	0	0	0	0	0
gene-SAOUHSC_00569	NC_007795.1	572749	574233	+	1485	110	66	48	175	161	98	88
gene-SAOUHSC_00571	NC_007795.1	574375	574827	-	453	51	53	56	40	121	73	34
gene-SAOUHSC_00572	NC_007795.1	574840	575490	-	651	56	55	72	16	32	26	77
gene-SAOUHSC_00573	NC_007795.1	576153	576905	-	753	182	24	44	90	108	100	306
gene-SAOUHSC_00574	NC_007795.1	577073	578059	+	987	499	97	189	517	333	105	2145
gene-SAOUHSC_00575	NC_007795.1	578134	578898	+	765	182	55	343	90	73	46	2884
gene-SAOUHSC_00577	NC_007795.1	579485	580405	+	921	8	16	24	28	6	12	18
gene-SAOUHSC_00578	NC_007795.1	580410	581393	+	984	90	84	54	70	59	22	114
gene-SAOUHSC_00579	NC_007795.1	581406	582482	+	1077	104	26	33	20	14	28	74
gene-SAOUHSC_00580	NC_007795.1	582659	583000	+	342	6	0	26	4	0	4	10
gene-SAOUHSC_00581	NC_007795.1	583052	584374	-	1323	319	6	1664	64	74	104	380
gene-SAOUHSC_00582	NC_007795.1	584361	584777	-	417	6	0	134	2	19	2	8
gene-SAOUHSC_00583	NC_007795.1	584859	584960	+	102	0	0	0	0	0	0	0
gene-SAOUHSC_00584	NC_007795.1	585426	586835	+	1410	4	6	25	0	4	8	88
gene-SAOUHSC_00585	NC_007795.1	586908	587465	+	558	0	0	0	0	0	0	0
gene-SAOUHSC_00586	NC_007795.1	587591	588232	+	642	0	0	0	0	0	0	0
gene-SAOUHSC_00587	NC_007795.1	588392	588937	+	546	0	0	42	0	0	0	0
gene-SAOUHSC_00588	NC_007795.1	589012	589641	+	630	0	2	2	0	0	0	0
gene-SAOUHSC_00589	NC_007795.1	589698	589814	+	117	0	0	0	0	0	0	0
gene-SAOUHSC_00591	NC_007795.1	589837	590430	+	594	0	1	9	2	0	3	0
gene-SAOUHSC_00592	NC_007795.1	590589	591230	+	642	0	6	14	8	8	10	0
gene-SAOUHSC_00596	NC_007795.1	592358	592987	+	630	0	0	23	0	0	0	0
gene-SAOUHSC_00598	NC_007795.1	593183	593752	+	570	0	0	1	0	0	0	0
gene-SAOUHSC_00599	NC_007795.1	593789	594424	+	636	1	0	8	0	0	0	0
gene-SAOUHSC_00600	NC_007795.1	594375	594635	+	261	2	0	52	0	0	0	11
gene-SAOUHSC_00602	NC_007795.1	594659	595285	+	627	3	1	29	0	0	0	15
gene-SAOUHSC_00603	NC_007795.1	595555	596493	+	939	280	114	334	366	323	127	697
gene-SAOUHSC_00604	NC_007795.1	596704	597240	+	537	121	8	174	48	54	13	187
gene-SAOUHSC_00605	NC_007795.1	597409	597885	+	477	3	0	0	0	4	0	0
gene-SAOUHSC_00606	NC_007795.1	597925	599220	+	1296	86	4	20	22	44	14	158
gene-SAOUHSC_00607	NC_007795.1	599248	599769	+	522	0	0	0	0	0	0	0
gene-SAOUHSC_00608	NC_007795.1	600268	601278	+	1011	402	150	558	272	116	98	1283
gene-SAOUHSC_00609	NC_007795.1	601353	601460	+	108	0	0	3	0	0	0	0
gene-SAOUHSC_00610	NC_007795.1	601586	601969	+	384	0	0	3	4	0	0	0
gene-SAOUHSC_00611	NC_007795.1	601966	603627	+	1662	42	26	36	50	22	26	135
gene-SAOUHSC_00612	NC_007795.1	604016	604651	+	636	8	0	0	6	4	0	4
gene-SAOUHSC_00613	NC_007795.1	605090	605917	+	828	4	4	6	6	2	2	4
gene-SAOUHSC_00614	NC_007795.1	606065	607015	+	951	50	0	38	22	28	0	38
gene-SAOUHSC_00615	NC_007795.1	607070	607789	+	720	5	0	2	4	12	2	22
gene-SAOUHSC_00616	NC_007795.1	607773	608573	+	801	18	12	0	2	49	26	92
gene-SAOUHSC_00617	NC_007795.1	608709	609215	+	507	174	114	264	252	291	115	638
gene-SAOUHSC_00618	NC_007795.1	609377	610093	+	717	117	24	138	35	35	45	28
